Reading,Name,PlasticType,Color,MeasurementType,nm940,nm1050,nm1200,nm1300,nm1450,nm1550,nm1650,nm1720,nm940_snv,nm1050_snv,nm1200_snv,nm1300_snv,nm1450_snv,nm1550_snv,nm1650_snv,nm1720_snv,nm940_norm,nm1050_norm,nm1200_norm,nm1300_norm,nm1450_norm,nm1550_norm,nm1650_norm,nm1720_norm,SourceFile
22,4mm pmma,PMMA,transparent,regular,21790.0,35042.0,52246.0,69950.0,26254.0,34043.0,9526.0,5875.0,-0.503467835013876,0.1603588196739716,1.0221512862639,1.908990034724031,-0.2798546304767079,0.110316348497307,-1.1178030367262035,-1.3006909869424224,1.2316181707269254,1.4894096472292044,-0.3935329058686905,0.8730455173670169,-0.8342664289986519,-0.0882625670255585,-0.9820978453890062,-1.2959135880412356,measurement3.csv
23,4mm pmma,PMMA,transparent,regular,21959.0,34360.0,50926.0,69277.0,26269.0,34251.0,9286.0,5614.0,-0.4841464042526589,0.1456057456502883,0.986866459729171,1.918773701312026,-0.2652743966660366,0.1400704675001858,-1.1277113583466876,-1.314184214926288,1.3034251609625171,1.399022748705496,-0.4346992524716268,0.8579681013413504,-0.7637641445711891,-0.0079858671818888,-0.9970301429899732,-1.3569366037946906,measurement3.csv
24,3mm pmma,PMMA,transparent,regular,23263.0,36881.0,59246.0,76181.0,30710.0,38965.0,10915.0,6416.0,-0.5493161229321889,0.0710097267534681,1.0897780942244415,1.8611996145964933,-0.2100910823528756,0.1659398979052458,-1.111791052578135,-1.3167290756164498,1.1828256615429016,1.3739270251537463,-0.3291617481846017,0.9060978421967252,-0.710930741992681,0.0763199750104208,-0.9757283879997828,-1.5233496257267272,measurement3.csv
25,3mm pmma,PMMA,transparent,regular,22887.0,36870.0,59543.0,75528.0,30041.0,38944.0,10986.0,6508.0,-0.5615451204521624,0.0780643260890671,1.1151711687858632,1.84635596482116,-0.234307333099237,0.1729330947457581,-1.1059198628741873,-1.3107522380162615,1.1290489658700824,1.4275340548589142,-0.2938080501560368,0.8964780401305209,-0.8084925311340448,0.0948955933366921,-0.95439112756437,-1.4912649453417612,measurement3.csv
26,3mm pmma,PMMA,transparent,regular,23225.0,36539.0,59451.0,75319.0,30712.0,38790.0,11000.0,6672.0,-0.5518626285058524,0.0610163001279982,1.1157167667690369,1.846163126958457,-0.2072160505667176,0.1646358335781108,-1.1146119827606835,-1.3138413656003491,1.2316013012883984,1.3804741822481812,-0.3334271202122232,0.8791250480977149,-0.7528404195070496,0.0519023689749413,-0.9982740038897854,-1.4585613570001803,measurement3.csv
27,3mm pmma,PMMA,transparent,regular,23011.0,37001.0,59322.0,76404.0,30559.0,39023.0,10953.0,6397.0,-0.5591873034345555,0.0756572219391988,1.0885496201427425,1.8637043150987445,-0.2166707575073862,0.1674124492662704,-1.1063606620447577,-1.3131048834602563,1.1211897149822363,1.4020951764685237,-0.3195126869173025,0.9298038400097772,-0.729874967866282,0.0883992588654199,-0.95914838819082,-1.5329519473515472,measurement3.csv
28,2mm pmma,PMMA,transparent,regular,25126.0,39857.0,71520.0,84143.0,37253.0,44419.0,13144.0,8108.0,-0.6173208210570341,-0.023743495948686,1.2520992061696783,1.7607358618510764,-0.1286702052408005,0.1600797174885744,-1.100128743767524,-1.3030515194952843,1.101649224681681,1.352282050654669,-0.1207171756302682,0.9205492726479776,-0.639009616103696,0.0474949751823804,-1.065280967056185,-1.596967764376556,measurement3.csv
29,2mm pmma,PMMA,transparent,regular,25300.0,39859.0,71086.0,84445.0,37350.0,44182.0,13201.0,7760.0,-0.6076540670483274,-0.0216884551886055,1.2351250733190895,1.7727934989550551,-0.1226698220514423,0.1523021581824761,-1.094610447149349,-1.3135979390188968,1.119090441131294,1.3039137383108237,-0.1321786402763103,0.9212251336679464,-0.5682264347174568,0.0311814688776245,-0.9635795482404436,-1.7114261587534834,measurement3.csv
30,2mm pmma,PMMA,transparent,regular,25165.0,39396.0,70498.0,84933.0,36826.0,44463.0,13105.0,8027.0,-0.6088583007710954,-0.036428021347944,1.2146243678459885,1.7952603796141835,-0.1398041592242351,0.1673878893988136,-1.093961889404586,-1.2982202661111253,1.1269622088443851,1.2662906115478485,-0.1853252567964466,1.0094644623456337,-0.6705361112426733,0.0837908064580438,-1.0357615124096031,-1.59488520874719,measurement3.csv
31,2mm pmma,PMMA,transparent,regular,25095.0,39889.0,71438.0,84138.0,37107.0,44623.0,13563.0,8029.0,-0.6213783169428756,-0.0240734764852545,1.249711193759269,1.762471196044776,-0.1363961793481112,0.1670608424769177,-1.0869805489394475,-1.310414710565274,1.0863635892594434,1.3564748377624245,-0.1466348549193653,0.9129892433264676,-0.687539492898842,0.0639679145549042,-0.9021586070789775,-1.6834626300060551,measurement3.csv
32,4mm ps,PS,transparent,regular,22085.0,35304.0,58665.0,71760.0,34418.0,38970.0,9040.0,5748.0,-0.5834170947897742,0.0378448587718832,1.1357569926060522,1.7511912373968763,-0.0037950603487483,0.2101382487224874,-1.1965014570117138,-1.3512177253470627,1.0208158553269695,1.245311257189779,-0.1768708192878313,0.7241988708034979,0.0122763775354578,0.2605548578465259,-1.4412458051308423,-1.645040594283557,measurement3.csv
33,4mm ps,PS,transparent,regular,21987.0,35600.0,59273.0,72206.0,34746.0,39036.0,8932.0,5874.0,-0.5925227823718072,0.0416101712182721,1.144367051431153,1.746823636223667,0.0018283786401535,0.201668999436557,-1.200662480389767,-1.3431129741882288,0.97099585744355,1.2710881642226874,-0.1529499269497267,0.734128852704585,0.0340551321305369,0.2453209783889133,-1.5031719709742375,-1.5994670869663097,measurement3.csv
34,4mm ps,PS,transparent,regular,21616.0,35139.0,58548.0,70975.0,34100.0,38836.0,9308.0,5741.0,-0.6008525366028311,0.0406102434814505,1.1510149036155146,1.7404889824521166,-0.0086746658217786,0.2159772402995818,-1.1846818568185629,-1.3538823106054911,0.9619615185609036,1.29485204310201,-0.1697966502697212,0.7177308645729455,-0.0087484203944928,0.2782979475729327,-1.3777098069713054,-1.6965874961732708,measurement3.csv
35,4mm ps,PS,transparent,regular,22370.0,35508.0,59361.0,71921.0,34977.0,39055.0,8921.0,5595.0,-0.5757574022801155,0.0370591206798356,1.1496723435572689,1.7355282979169118,0.0122908474501405,0.2025074542876106,-1.2030803903519975,-1.3582202712596545,1.0359179621773855,1.2134071202880905,-0.1344180277409543,0.6911731247992623,0.0695118753223452,0.2443352596735216,-1.4432936148915845,-1.676633699628067,measurement3.csv
36,2mm ps,PS,transparent,regular,25642.0,40404.0,77027.0,85035.0,43720.0,48257.0,12937.0,7580.0,-0.6506842103605819,-0.0834333687712289,1.323857484197669,1.631576271587422,0.043988646586466,0.218329323208258,-1.138891901892402,-1.3447422445556023,0.8865015624014115,1.063234715145703,0.122955936649161,0.6524481177454003,0.1723466354924733,0.3427377996253061,-1.2692994853405468,-1.9709252817189076,measurement3.csv
37,2mm ps,PS,transparent,regular,25655.0,40498.0,76720.0,85348.0,43933.0,48173.0,13422.0,7563.0,-0.6549881004952832,-0.0834090320226223,1.3114395173418405,1.6436893457311228,0.0488670644675474,0.2121423626097075,-1.126060440630435,-1.3516807170018774,0.881189941296349,1.0759320685814535,0.0700387530307953,0.6648549140919054,0.1803187874296449,0.309416675816317,-1.1277809340958034,-2.053970206150661,measurement3.csv
38,2mm ps,PS,transparent,regular,25757.0,40464.0,76966.0,84963.0,43943.0,48439.0,13131.0,7970.0,-0.6542752302216543,-0.0864841853765924,1.322743306221589,1.6314823410775052,0.0478290698770943,0.2214054986269004,-1.1417254057988455,-1.3409753944059963,0.9268471670647824,1.0920775656924744,0.0721486646621659,0.6358040782865892,0.1663867870067978,0.3393457263630078,-1.323777296696225,-1.9088326923795984,measurement3.csv
39,2mm ps,PS,transparent,regular,25834.0,40384.0,77724.0,85595.0,44102.0,48331.0,13262.0,7549.0,-0.6493362481750033,-0.0940258771666909,1.331079913448456,1.631481833050272,0.0478740513150207,0.2092766326891893,-1.1291549412551756,-1.347195363906068,0.9021066570237908,1.020540461305672,0.1406900160397743,0.6591183372879025,0.1886171111659435,0.3119335098799076,-1.1850601914353638,-2.0379459012676278,measurement3.csv
40,2mm ps,PS,transparent,regular,25592.0,40258.0,76823.0,85889.0,43872.0,48213.0,13494.0,7761.0,-0.6578847813980707,-0.0951483479388108,1.3078557219805835,1.6557193866295437,0.0435213282184075,0.2100860941836773,-1.122086702302893,-1.3420626993724374,0.8797945765128856,1.0540886554457594,0.0644507487616153,0.7219859255722657,0.1599969098940104,0.3101241221385128,-1.1603593642792147,-2.030081574045834,measurement3.csv
41,2mm ps,PS,transparent,regular,26032.0,40590.0,77187.0,86470.0,44038.0,48413.0,13333.0,7531.0,-0.6439907128189881,-0.0898098147877579,1.3033319852705558,1.6567089104267525,0.0414455593303683,0.2079891387290928,-1.1274048647697088,-1.3482702013803145,0.926510382262291,1.0249768104324657,0.0757065587665369,0.7035412575854328,0.1585836282813875,0.3009616872194627,-1.1560340893596577,-2.03424623518792,measurement3.csv
42,3mm pet,PET,transparent,regular,23438.0,37566.0,64802.0,76089.0,34911.0,40405.0,10463.0,6231.0,-0.5838456797267674,0.0363418570956135,1.231941216728567,1.7274152207004112,-0.0802066926115934,0.1609675944284802,-1.1534191006122707,-1.3391944160024405,1.059584715762815,1.316543830486344,-0.0213761774201689,0.7373065440385599,-0.2436124557700408,0.123541375950696,-1.2525958106881587,-1.7193920223600456,measurement3.csv
43,3mm pet,PET,transparent,regular,23262.0,37387.0,63873.0,76042.0,35175.0,40007.0,10528.0,6154.0,-0.587239245274846,0.0368253328019098,1.2070182117357824,1.7446636524873604,-0.0609042846639863,0.1525810279920761,-1.1498472691494943,-1.3430974259288024,1.0442232139184442,1.3188938736872422,-0.07152701505495,0.7625559612649859,-0.1849581947869992,0.0959978425401898,-1.2143383544857322,-1.750847327083177,measurement3.csv
44,3mm pet,PET,transparent,regular,23704.0,37729.0,64365.0,76376.0,34775.0,40064.0,10390.0,6150.0,-0.5703383496736727,0.0454367374924061,1.2149044894892456,1.7422538350829548,-0.0842602042180107,0.1479561548565982,-1.1548966035438453,-1.341056059485676,1.1026867363105743,1.3113213442707037,-0.0481735187202559,0.7432107273850248,-0.2490710593889052,0.0829856830732992,-1.236526897705916,-1.7064330152245266,measurement3.csv
45,3mm pet,PET,transparent,regular,23282.0,37467.0,64794.0,76587.0,35187.0,40399.0,10795.0,6154.0,-0.5927736576021654,0.0277279120525102,1.223106579232864,1.7389736931516226,-0.0720072715084809,0.1559838586318199,-1.1389987616048396,-1.342012352353331,1.0215185191623437,1.306823912054893,-0.0347339993289717,0.7748422812370487,-0.2206728976404086,0.1122181742898425,-1.15980540420744,-1.8001905855673048,measurement3.csv
46,3mm pet,PET,transparent,regular,23671.0,37603.0,65039.0,76631.0,35210.0,40650.0,10817.0,6061.0,-0.5803973446448397,0.0280715911936693,1.2263169058409085,1.7325882167969808,-0.076440766218156,0.1611468745341759,-1.1417854943195596,-1.349499983183179,1.0767539062400455,1.2761223637424577,-0.0322486241531478,0.7392669705663799,-0.228844883055883,0.123720088236401,-1.1371290360114823,-1.8176407855647705,measurement3.csv
47,3mm pc,PC,transparent,regular,23624.0,36743.0,67745.0,78726.0,38105.0,42947.0,10773.0,6032.0,-0.6071623353555388,-0.0564168800066324,1.245070322274547,1.7060609347592133,0.0007609010883603,0.2040316911485329,-1.146656949784138,-1.345687684124344,0.9528406449735864,1.0191191141708769,0.0682224370526438,0.7868157862136651,0.0600088102931936,0.3073173707075115,-1.2581494713673629,-1.9361746920441087,measurement3.csv
48,3mm pc,PC,transparent,regular,23773.0,37510.0,68312.0,80177.0,38289.0,42889.0,10680.0,6218.0,-0.6081674202955738,-0.0401502967845391,1.2334948541499362,1.7241058442102424,-0.0079390906103311,0.1822682885955187,-1.1495555107177895,-1.334056668547464,0.92723227241855,1.0816936602874672,0.0605342203483141,0.8336448932442819,0.0341516729014598,0.2457594174479434,-1.3230019722043411,-1.8600141644436712,measurement3.csv
49,3mm pc,PC,transparent,regular,23784.0,37484.0,69070.0,80422.0,38406.0,43202.0,10667.0,6419.0,-0.612339543310589,-0.0492309031900963,1.2490427834409898,1.7156420011525104,-0.0113341027381916,0.1857950241244275,-1.1514852391106256,-1.3260900203684252,0.919656833865448,1.0700211464251428,0.0911864376548485,0.8399054118862425,0.0215401443483802,0.2614424334447311,-1.384276665330873,-1.81947574229392,measurement3.csv
50,3mm pc,PC,transparent,regular,23566.0,37743.0,68831.0,80247.0,38628.0,43683.0,10681.0,6460.0,-0.6247307779665835,-0.0406578916342802,1.240124917866929,1.7104484045262764,-0.004197109776053,0.204061932363313,-1.1555750426482316,-1.32947443273137,0.8582713126589081,1.110566341218211,0.0636593541723277,0.8217658484300638,0.043047805514005,0.3154381368946497,-1.3961015071653622,-1.8166472917228036,measurement3.csv
51,3mm pc,PC,transparent,regular,23575.0,37238.0,68309.0,79672.0,38064.0,42640.0,10459.0,6136.0,-0.6086063916204416,-0.0424185078343373,1.2451481859458022,1.7160252205254336,-0.008189481119317,0.1814376693019091,-1.1521268690952673,-1.3312698261037816,0.9106130109684002,1.0694816071343545,0.0993232181352017,0.8304328368899963,0.0431409244355376,0.2525601886730118,-1.353697268358151,-1.851854517878352,measurement3.csv
52,3mm pc,PC,transparent,regular,23274.0,37013.0,67532.0,78561.0,37948.0,42296.0,10509.0,6091.0,-0.6149376787529439,-0.037411616247872,1.245470536863147,1.7090803296696422,0.0018915985743306,0.1846620563785414,-1.1515211410047266,-1.3372340854801184,0.8934821328570024,1.0959595474207835,0.0821858021533913,0.8054832508752239,0.0688885432941144,0.255005092866929,-1.324805920970215,-1.8761984484972325,measurement3.csv
53,3mm pc,PC,transparent,regular,23814.0,37405.0,68233.0,80038.0,38217.0,43453.0,10746.0,6467.0,-0.6112565394966151,-0.0473660156898599,1.2316875541662688,1.7214769466715107,-0.0136761396446031,0.2035654748541217,-1.153447795850575,-1.3309834850102475,0.9457190601051672,1.076764210360964,0.0315305572910584,0.8273059427253918,0.0003780579860317,0.3027448846067884,-1.3699909679600468,-1.814451745115358,measurement3.csv
54,cd case,PS,transparent,regular,26179.0,40646.0,81603.0,90416.0,47157.0,51084.0,14852.0,8957.0,-0.6898820566492856,-0.1627254780463243,1.329688428765142,1.650821416062294,0.074525955096959,0.2176201615097487,-1.102621571810393,-1.317426854928141,0.7683685237452124,0.8558364531111489,0.0914956749580435,0.8478916025755868,0.3223114553164722,0.3835707046430724,-1.213952513858941,-2.055521900490593,measurement3.csv
55,cd case,PS,transparent,regular,26576.0,40989.0,81783.0,90378.0,46950.0,51020.0,15169.0,9106.0,-0.6825704641432186,-0.1556454238215213,1.3357429127415346,1.6499676210996133,0.0622828468617256,0.2110780258049927,-1.0995991143166457,-1.3212564042264805,0.8835413363661306,0.9077220314736292,0.0544073685041554,0.8106417835384875,0.2306683195203716,0.3235712313528746,-1.1450768162142906,-2.0654752545413637,measurement3.csv
56,cd case,PS,transparent,regular,26175.0,40753.0,81627.0,90472.0,47099.0,51105.0,15086.0,8976.0,-0.6923881589455312,-0.1607700024217702,1.329788409551903,1.6523403778913643,0.0706505505553039,0.2167379654979701,-1.0967724186308094,-1.3195867234984306,0.760872303550712,0.8775440173682739,0.0754909412999173,0.8495129416471326,0.296442061789982,0.374231572176771,-1.1343409662598694,-2.0997528715729152,measurement3.csv
57,cd case,PS,transparent,regular,26065.0,40697.0,81431.0,90054.0,46630.0,50692.0,14796.0,8797.0,-0.6880402063589182,-0.1534002361278436,1.3349830708290034,1.6500596470525242,0.0633861870119161,0.2118079720774317,-1.0997992156901084,-1.318997218794005,0.7613861938172449,0.899989359660999,0.1214363913466754,0.8422205812937823,0.265359374814581,0.3563440413071453,-1.1661021300778722,-2.080633812162556,measurement3.csv
58,bag,LDPE,transparent,regular,29784.0,45804.0,105100.0,96637.0,53342.0,57947.0,22727.0,12900.0,-0.7464645751078358,-0.2320406660379357,1.6720342473333996,1.4002758489277465,0.0100147288789747,0.1578875192202287,-0.9730744082106,-1.2886326950039777,0.3049147351755794,0.2956680618141731,1.2715499363371896,-0.6674339868962404,-0.6489509534686978,-0.4829435559046395,1.5605133437560346,-1.6333175808134024,measurement3.csv
59,bag,LDPE,transparent,regular,29898.0,45429.0,104059.0,95772.0,52975.0,58071.0,22238.0,12557.0,-0.7357126446645127,-0.2329443105101449,1.6650215275859586,1.3967554027300415,0.0113342194962203,0.1763015384615579,-0.9836815738785012,-1.2970741592206192,0.542027562752637,0.3136705447161784,1.239958952807802,-0.646257168705098,-0.5922663659377466,-0.2712947124869703,1.2971570933321643,-1.882995906478954,measurement3.csv
60,bag,LDPE,transparent,regular,29842.0,45213.0,103590.0,95413.0,53055.0,57641.0,22500.0,12253.0,-0.734830411856472,-0.2349680108896872,1.6634424621594308,1.397527762224137,0.0200525439461416,0.1691885123823966,-0.9735910486333984,-1.306821809332549,0.5124985999463284,0.2626462050333175,1.0892882709160272,-0.5742844992930876,-0.4456737867825396,-0.2981268419608244,1.4172782961099073,-1.963626243969122,measurement3.csv
61,bag,LDPE,transparent,regular,29828.0,45771.0,103726.0,95774.0,53299.0,58046.0,22390.0,12756.0,-0.7433310355781847,-0.2251614652657551,1.6584562633585225,1.4000052551966684,0.0195089559417948,0.1737930273382135,-0.9850763321963778,-1.2981946687948815,0.4573324403988941,0.4055422794096079,1.1721179289741208,-0.7463393916665945,-0.5794682670830097,-0.3604738793272644,1.4332785699996462,-1.7819896807054023,measurement3.csv
62,a04c,PET,transparent,regular,23676.0,37437.0,66413.0,77505.0,35591.0,41509.0,10832.0,6309.0,-0.590211040608382,0.0012033721063886,1.246521591917681,1.7232288563484808,-0.0781332317648029,0.1762080584354741,-1.142215016838926,-1.3366025895959135,1.0520100495169795,1.22702579746269,0.0188644074847415,0.7715226046517539,-0.2390471463340064,0.1827957439242623,-1.222050478519774,-1.7911209781866464,measurement3.csv
63,a04c,PET,transparent,regular,23939.0,37661.0,66776.0,77648.0,35489.0,40809.0,10876.0,6180.0,-0.5777181503032182,0.0102297449342623,1.25772303817426,1.723556700688608,-0.0828341545305246,0.145112413219322,-1.1374298071671745,-1.3386397850155354,1.0920703276196118,1.23166812351965,0.0478905044510937,0.7620534636070865,-0.244874965278761,0.0896832278142265,-1.1701475105150745,-1.808343171217831,measurement3.csv
64,a04c,PET,transparent,regular,23617.0,38154.0,67246.0,78342.0,35987.0,41112.0,10948.0,6278.0,-0.5981776874004557,0.0188236991777842,1.253590455615437,1.7245437049428187,-0.0731513991722911,0.14437161838384,-1.135894586799212,-1.334105804747921,0.9836667226828024,1.293026075021052,0.0504643654446142,0.7879504979518018,-0.2127874768354599,0.0949950706229643,-1.1897735340789437,-1.8075417208088296,measurement3.csv
65,a04c,PET,transparent,regular,24070.0,38439.0,67474.0,77787.0,35590.0,41556.0,10643.0,6307.0,-0.5815007591425181,0.0300363501191028,1.2657507329857716,1.7046666079816026,-0.0912155967308072,0.1626942365112298,-1.1529468421027649,-1.337484729621617,1.0589252814356456,1.2899293389527071,0.0600919990025448,0.714169489357502,-0.2646115219569684,0.1411937517822696,-1.263142128140474,-1.736556210433227,measurement3.csv
66,a04c,PET,transparent,regular,23942.0,38388.0,67110.0,77718.0,35886.0,41372.0,10857.0,6484.0,-0.5896346179139075,0.0286041344388606,1.2578062281032805,1.711791877068957,-0.0784727974721614,0.1563089964782252,-1.149627285402207,-1.3367765353010477,1.0545553295540313,1.3201572286034629,0.0194017404979347,0.7239362613590107,-0.2488206077993569,0.1086259733762173,-1.2511112719566748,-1.7267446536346305,measurement3.csv
67,a04c,PET,transparent,regular,23894.0,38039.0,66981.0,77963.0,35975.0,41599.0,11180.0,6487.0,-0.5938231913751439,0.011740966439063,1.250782172197902,1.720934563934602,-0.0766213115198286,0.1641487714456785,-1.1381245489184333,-1.3390374222038397,1.059289617238101,1.2840519080766697,-0.0032079248957535,0.7515409929379737,-0.2559610086447282,0.1293373729667578,-1.1773335191494858,-1.787717438529537,measurement3.csv
68,3mm pc,PC,transparent,regular,24326.0,38552.0,70620.0,81547.0,38732.0,43906.0,10917.0,6322.0,-0.6073566087792966,-0.0328429118533013,1.2622157998733128,1.7035001500989806,-0.0255736537732592,0.1833771312608402,-1.1488759509753228,-1.3344439558519536,0.9260541496202364,1.1068406075113053,0.1178437543910411,0.7972460261535397,-0.0202069496477941,0.2511578555627358,-1.314208445490559,-1.8647269981005008,measurement3.csv
69,3mm pc,PC,transparent,regular,24299.0,38276.0,70557.0,81939.0,38809.0,44223.0,10843.0,6201.0,-0.6067606389395063,-0.0449160146700364,1.252709106317497,1.71024044447555,-0.0234905882741268,0.1941402907267252,-1.1476622103904603,-1.3342603892456424,0.9129832555718588,1.053761120986841,0.1195531676334365,0.8206942084437217,-0.0017946573339746,0.2933644823057944,-1.3105308034097678,-1.8880307741979117,measurement3.csv
70,3mm pc,PC,transparent,regular,24306.0,38699.0,71327.0,82060.0,38978.0,43760.0,10910.0,6272.0,-0.6095817639182182,-0.0336144345625486,1.2720662450884477,1.7015706809930122,-0.0224496402257021,0.1689125336768068,-1.1456519608228628,-1.3312516602289348,0.8974822982510887,1.1041711701176278,0.1562132159026606,0.8118531480094914,0.0002401955956796,0.2186748735794267,-1.3112022593032144,-1.8774326421527572,measurement3.csv
71,3mm pc,PC,transparent,regular,23973.0,38419.0,70783.0,81587.0,38451.0,43307.0,10853.0,6390.0,-0.6145781808700321,-0.0323011396843536,1.2721993560191835,1.707677768934182,-0.0310113109900478,0.1647201933708585,-1.1434079455354136,-1.3232987412443769,0.8789453685594654,1.1304679480120727,0.1567148520247482,0.8397412050381025,-0.0337956885811861,0.2059017236391006,-1.3375211023584148,-1.8404543063338887,measurement3.csv
72,cover pp,PP,transparent,regular,25241.0,40255.0,76555.0,85378.0,42985.0,49081.0,17311.0,11371.0,-0.7356823158559644,-0.1314780182396279,1.3293329584136966,1.6843945354663767,-0.0216153745409068,0.2237042869929407,-1.05480713802844,-1.293848934208075,0.9139002137713352,1.7419443388925422,-1.2490779385652986,0.6294525159195856,-1.317177165011688,-0.0684551898839332,0.008425640985529,-0.6590124161080801,measurement3.csv
73,cover pp,PP,transparent,regular,25386.0,40053.0,76418.0,85188.0,43286.0,49908.0,17310.0,11430.0,-0.7355954629362491,-0.1439768624805135,1.3228677823393424,1.6766207738165908,-0.0135682625436897,0.2535414648864514,-1.061354774130121,-1.298534658951811,1.011823681843829,1.6127150637682846,-1.4028462123664331,0.5303761517101517,-1.2869895102606774,0.2375992783293366,-0.0628841335210947,-0.6397943195033856,measurement3.csv
74,cover pp,PP,transparent,regular,25832.0,40510.0,76768.0,86032.0,43851.0,49808.0,17451.0,11385.0,-0.7259938350201438,-0.1379919583369552,1.3145064777428277,1.685623073027816,-0.0041512259484463,0.2344866797200203,-1.0617373783149937,-1.304741832870125,1.1700091292343775,1.5996610405522025,-1.3704783084369088,0.5496474239527633,-1.094203985134294,0.0216030037896235,-0.0442954129941959,-0.8319428909635732,measurement3.csv
75,cover pp,PP,transparent,regular,25585.0,40358.0,76713.0,85060.0,43475.0,49475.0,17368.0,11249.0,-0.7288946337240498,-0.1331692103784546,1.3328564963655454,1.6694516435032754,-0.0074752995568056,0.2344764055859257,-1.0602474939170206,-1.306997907878416,1.1205137413421098,1.6845918333596,-1.246093356343072,0.4611679797211563,-1.1266363991283213,0.0322670038288653,0.007339851403479,-0.9331506541838068,measurement3.csv
76,pvc zak,PVC,transparent,regular,29197.0,44218.0,102698.0,99681.0,50812.0,56745.0,19649.0,12730.0,-0.718370339011061,-0.2444574581614437,1.600587829907634,1.50540141345578,-0.0364166129232854,0.1507696677558157,-1.0196099493134474,-1.2379045517099925,0.6931983503955278,0.3440413471119276,1.7847261803195038,0.6192783379445469,-1.0538526849523584,-0.2800797644838856,-0.5938043834424525,-1.5135073828927983,measurement3.csv
77,pvc zak,PVC,transparent,regular,28685.0,44227.0,102693.0,100144.0,50516.0,56740.0,19672.0,12623.0,-0.7294347250916848,-0.2413548844986392,1.5947071384143063,1.514658527317171,-0.0438555846987638,0.1516024598161708,-1.0124783232943049,-1.2338446079642558,0.3612197250686023,0.4049054908001976,1.7982377632880564,0.7676932707891121,-1.0724364228890628,-0.2071923506343208,-0.4861757681927928,-1.5662517082298049,measurement3.csv
78,pvc zak,PVC,transparent,regular,28705.0,44094.0,102644.0,99737.0,50604.0,56625.0,19910.0,12764.0,-0.7311446283588077,-0.245751933641242,1.601004988557307,1.5093137439316675,-0.0404165354599857,0.1494950517058121,-1.0085524358863267,-1.2339482508484243,0.3629590244197305,0.3253723213679453,1.879957329566279,0.689578117237646,-1.1567994992638233,-0.3087872515429159,-0.2990774044047087,-1.4932026373801386,measurement3.csv
79,pvc zak,PVC,transparent,regular,28747.0,43732.0,102572.0,99201.0,50405.0,56404.0,19615.0,12645.0,-0.7241389452476946,-0.250661202433363,1.6084933112266484,1.5019805670806952,-0.0398158919361968,0.1497331890877054,-1.0126807368646766,-1.232910290913118,0.4961159517003695,0.2500688372272964,1.8957855683873108,0.6573868644615221,-1.06600153435741,-0.2592373553849632,-0.4805814981341774,-1.4935368338999349,measurement3.csv
